Nome/Razão Social;Data de Publicação do Ato;Nome do Município;UF
DF LINK TELECOM COMERCIO E SERVICOS DE COMUNICACAO LTDA ME ;06/12/2011;Brasília;DF
JUSCELINO DA CRUZ ME;22/03/2010;Alto Paraíso de Goiás;GO
FIXA TELECOMUNICAÇÕES DO BRASIL LTDA - ME;16/02/2017;Moreno;PE
SN INTERNET NAVEGANTES LTDA - ME;07/05/2015;Navegantes;SC
PAULO HENRIQUE CESAR MACHADO ME;11/06/2010;Piracuruca;PI
BRUNO SOUSA DA SILVA - ME;22/10/2013;Campina Grande;PB
DIEDSON RAMOS TEIXEIRA - ME;21/11/2016;Santa Cruz do Capibaribe;PE
S.C. RIO TELECOMUNICACOES E INFORMATICA LTDA;17/01/2011;Mesquita;RJ
IP2 TELECOMUNICACOES LTDA.;10/08/2010;São Paulo;SP
T. GARCIA COMUNICACOES - ME;27/01/2017;Bilac;SP
GRM TELECOM LTDA - ME;16/10/2017;Betim;MG
LED INTERNET EIRELI  ;24/06/2015;Belo Horizonte;MG
FUHR & FELTES LTDA. - ME;16/12/2014;São Martinho;RS
PEER2 NETWORKS DO BRASIL LTDA ;04/04/2014;Nova Lima;MG
NET ARTUR INDUSTRIA E COMERCIO DE CAIXA HERMETICA LTDA - ME;29/08/2014;Artur Nogueira;SP
ALMEIDA CARMO INFORMATICA LTDA - ME;11/05/2016;Teixeira de Freitas;BA
STASIAK E CIA LTDA - ME;28/10/2011;Caçador;SC
LD TELECOMUNICAÇÕES LTDA - ME;14/05/2015;Cláudio;MG
PORTONET SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;09/02/2015;Rio Branco;AC
JOSNEI ADLAN DE SOUZA OLIVEIRA - ME;31/08/2017;Barra do Bugres;MT
TOPSAPP SOLUCOES EM TELECOMUNICACOES E REDES AVANCADAS LTDA ME;07/11/2008;Sinop;MT
GETEC TELECOMUNICACOES EIRELI;07/12/2015;Montenegro;RS
JETWEB INTERNET ACCESS LTDA;17/09/2002;Itajubá;MG
WBR INTERNET LTDA;18/12/2008;Patrocínio;MG
INETSAFE COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA;16/01/2008;Caeté;MG
NARDI & CANO LTDA;12/02/2009;Itambé;PR
T-LESTE TELECOMUNICAÇÕES LESTE DE SÃO PAULO LTDA;23/09/2004;Suzano;SP
BAHIALINK TECHNOLOGY LTDA - ME;26/08/2014;Camaçari;BA
SUEDNET LTDA - ME;16/04/2010;Extrema;MG
VIP SERVICOS DE TELECOMUNICACOES LTDA - ME;05/05/2009;Vilhena;RO
LOCAL NETWORKS ISP TECNOLOGIA E SERVICOS LTDA - ME ;27/04/2012;Mauá;SP
JEAN FRANCK XIMENES BARBOSA - ME;31/01/2017;Crateús;CE
ELONET PROVEDOR DE INTERNET LTDA ME;06/09/2007;Jardim;CE
5GTELECOM AZEVEDO INFORMATICA LTDA;13/07/2012;Caxambu;MG
STI TELECOM EIRELI - ME;04/09/2013;Santa Terezinha de Itaipu;PR
ELISANGELA GONCALVES DAS NEVES - ME;30/08/2010;Severínia;SP
UNIC SERVIÇOS DE TELECOMUNICAÇÕES LTDA;30/03/2016;Rio de Janeiro;RJ
K. R. VIOTO TERRAS & BENTO LTDA - ME;28/10/2014;Alta Floresta D'Oeste;RO
INTERLINK TELECOMUNICAÇOES LTDA - ME;20/08/2013;Iracema;CE
ALBERICO DA SILVA BORGES - ME;12/08/2015;Feira de Santana;BA
LINKS NET PROVEDOR DE INTERNET LTDA;01/06/2010;Panorama;SP
I I TELECOM LTDA - ME ;04/04/2014;Planalto;PR
SERVLINK TELECOM LTDA - ME;18/01/2016;Recife;PE
MINUTOS TELECOM INFORMATICA LTDA - ME;29/08/2014;Campinas;SP
ULTRARADIO SERVICOS DE INFORMATICA LTDA - ME;03/04/2009;Fortaleza;CE
PW ACCESS TELECOMUNICAÇOES LTDA;31/01/2011;Paulínia;SP
INOVA TELEINFORMATICA LTDA - ME;23/11/2015;Catanduvas;SC
TELLIG TELECOM EIRELI;08/09/2010;São Paulo;SP
ADVANTA SISTEMAS DE TELECOMUNICACOES E SERVICOS DE INFORMATICA LTDA.;31/10/2007;Barueri;SP
K. H. D. SILVESTRI & CIA LTDA;17/03/2009;São Mateus do Sul;PR
ROMICROS BRASIL LTDA - ME;03/05/2017;Pau Brasil;BA
INTRA TELECOMUNICACAO LTDA  - ME;26/09/2017;Itanagra;BA
JORGE PEREIRA MOURA;14/02/2017;Camaçari;BA
R DA SILVA SOUSA EIRELI- ME;23/03/2015;Rio Maria;PA
BMBB SERVICOS DE COMUNICACAO LTDA;15/01/2009;Chapecó;SC
IGMAX COMERCIO E SERVICO DE TELECOMUNICACOES LTDA - ME;04/10/2016;Feira de Santana;BA
PRIMAVERA TELECOMUNICACOES E CONSTRUCOES LTDA;06/02/2008;Maceió;AL
VALE NETSHOP LTDA- ME.;11/10/2011;Belém do São Francisco;PE
OLIVEIRA & DECORATO LTDA;22/05/2009;Sant'Ana do Livramento;RS
TELSIM SERVICOS DE TELECOMUNICACOES LTDA. ME ;30/01/2009;São Paulo;SP
HE-NET TELECOMUNICACOES EIRELI - EPP;05/05/2009;Caculé;BA
RUFINOS TECNOLOGIA DA INFORMACAO LTDA;27/07/2017;São Paulo;SP
JOSE MATHIAS NETTO SEGUNDO;14/12/2012;Campina Grande;PB
FELIPE CHAVES C BATISTA - ME;13/03/2017;Barra de Santa Rosa;PB
PALMASNET PARIS LTDA ME;28/12/2010;São Lourenço do Oeste;SC
RODRIGO SILVA BARBOSA TELECOMUNICACOES;10/02/2017;Irajuba;BA
INTERNET SUPER LTDA - ME;20/07/2016;João Monlevade;MG
SIMPLESNET INTERNET EIRELI - ME;24/04/2017;Biguaçu;SC
E. S.CORREA - COMUNICAÇÕES - ME;14/07/2011;Itararé;SP
FTTHNET EIRELI - EPP;07/08/2017;São Paulo;SP
T M S MULTIMÍDIA EIRELI - ME;06/08/2015;Juiz de Fora;MG
DESAN 41 SERVICOS DE INFORMATICA LTDA. ME;26/04/2011;Três Rios;RJ
JOSE FLAVIO BARBOSA DA SILVA - ME;26/09/2016;Mauá;SP
DANIEL RIBEIRO ISMAEL 22130718884;08/07/2016;Mar de Espanha;MG
V H TRADE COMÉRCIO E SERVIÇOS EM T.I. LTDA - ME;09/02/2015;Campo Bom;RS
IENET TELECOMUNICACOES EIRELI - ME;03/01/2017;Brasília;DF
PASSA VINTE NET LTDA - ME;18/11/2013;Passa-Vinte;MG
LAN SOLUTIONS INFORMATICA LTDA - ME;12/11/2015;Chuí;RS
LG & JM NET ONLINE LTDA - EPP;03/02/2016;Araripina;PE
YAMA TELECOM LTDA - ME;12/09/2012;São José;SC
FIBRATEL TELECOMUNICAÇÕES EIRELI - EPP;08/05/2015;Pinhalzinho;SC
SMART SOLUTIONS COMERCIO E SERVICOS LTDA - ME;15/04/2014;São Paulo;SP
INFO NET TELECOMJUNICAÇOES LTDA - ME;12/11/2014;Uberlândia;MG
ENEDILSON PEREIRA DE ASSIS & CIA LTDA-ME.;16/09/2010;Santa Lúcia;PR
MICRON LINE SERVIÇOS DE INFORMATICA LTDA - ME;08/10/2010;Ibatiba;ES
B G SANTOS SILVA - ME;27/11/2017;Picos;PI
VILELA COMERCIO VAREJISTA DE EQUIPAMENTOS de INFORMATICA LTDA - ME;16/07/2014;Juara;MT
VANGUARDA TELECOMUNICAÇÕES LTDA - ME;24/06/2015;Lauro de Freitas;BA
P3 SERVICOS DE TELECOMUNICACAO LTDA;27/09/2017;Teresina;PI
GUANHAES INTERNET LTDA ME;04/02/2010;Guanhães;MG
SANDRO DOS SANTOS COUTINHO AGUIAR;08/06/2011;Peruíbe;SP
INFOMENCK COMERCIO E SERVICOS DE TELECOMUNICAÇÃO E INFORMATICA LTDA - ME;28/07/2016;Osasco;SP
COLADINI & COLADINI LTDA;07/11/2011;Ministro Andreazza;RO
ORION TELECOMUNICAÇÕES COMERCIO E SERVIÇOS LTDA;11/08/2005;Fortaleza;CE
INFO-TECHBNS COMUNICAÇÃO LTDA - ME;20/06/2016;Nova Serrana;MG
REDE POPULAR DE INTERNET LTDA;01/12/2008;Alfenas;MG
ENGEPLUS TELECOM LTDA. - EPP;05/11/2009;Criciúma;SC
J. COUTINHO DA SILVA FILHO - ME;15/04/2015;Juazeiro do Norte;CE
COSTA DO SOL EMPREENDIMENTOS E COMUNICACAO LTDA;22/06/2005;Cabo Frio;RJ
WN DA SILVA - ME;01/12/2016;Catalão;GO
SANNRES TELECOMUNICAÇÕES LTDA - ME;23/03/2015;Conceição do Araguaia;PA
ALLYSON GEORGE ALVES FERREIRA - ME;13/08/2015;Correntes;PE
NORTE TELECOM EIRELI - ME;30/03/2016;Parauapebas;PA
TORRES SOLUÇÕES EM INFORMÁTIA  LTDA  ME;02/07/2012;Catanduva;SP
IMAX WIRELESS PROVEDOR DE INTERNET LTDA;07/08/2009;Iturama;MG
FABIO ALEXANDRE ZIETZ - ME;29/12/2016;Garuva;SC
DJ SERVICOS EM TELECOMUNICACOES LTDA ;30/08/2010;Mafra;SC
MEGALINK TELECOMUNICAÇÕES LTDA ME;12/05/2010;Campo Limpo Paulista;SP
WEVERTON CORREIA GUEDES 00883500108-ME;12/11/2014;Ribas do Rio Pardo;MS
FELIPE DA CRUZ MAIA PATEZ - ME;18/05/2017;Açailândia;MA
DOZONO E COSTA TELECOMUNICACOES LTDA - ME;17/11/2016;Inhumas;GO
GARRA TELECOM LTDA ME;08/06/2011;Parauapebas;PA
A.T. RODRIGUES XAVIER PROVEDORES;16/01/2017;Maracanaú;CE
ECO-EMPRESA DE CONSULTORIA E ORGANIZAÇÃO EM SISTEMAS E EDITORAÇÃO LTDA;03/06/2011;Niterói;RJ
BIG COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA ME;11/10/2011;Pouso Redondo;SC
HELIODORA ONLINE LTDA;11/10/2011;Heliodora;MG
ELIANE O. GREFIN;08/04/2015;Cruz Machado;PR
GILSON RODRIGUES OLIVEIRA - ME;22/08/2016;Campinas;SP
M.L. DE ASSIS ALMEIDA & ALMEIDA LTDA - ME;03/12/2014;Pinhalão;PR
IPIVOT TELECOM LTDA;02/09/2014;Uberlândia;MG
ALTERNET COMERCIO E SERVICOS LTDA;26/01/2010;Bagé;RS
CDS COMERCIO LTDA - ME;06/09/2016;Canápolis;BA
NL TELECOM LTDA - ME;08/06/2017;Patos de Minas;MG
M & R SERVIÇOS E TELECOMUNICAÇÕES LTDA - ME;17/02/2016;Jaboatão dos Guararapes;PE
F J R W ASSOCIADOS LTDA - ME;02/09/2015;Batalha;PI
JOSE MARQUES DE ABREU JUNIOR - ME;27/07/2016;Caucaia;CE
SOLUCAO NETWORK PROVEDOR EIRELI - ME;20/10/2011;Paranavaí;PR
CORE TELECOM & IT LTDA;26/05/2008;Aparecida de Goiânia;GO
ANTONIO ALESSANDRO FITTIPALDI MOLINARI - ME;18/07/2006;Guarabira;PB
IVAN GUEDES DE LIMA FILHO IGNET LINHAS - ME;29/06/2016;Camaragibe;PE
BIPMAR TELECOMUNICACOES LTDA - EPP;12/08/2011;São Luís;MA
D-NET PROVEDOR DE INTERNET LTDA - ME;10/02/2016;Forquilha;CE
SEASTAR TELECOMUNICAÇÕES  LTDA;02/03/2011;São Sebastião;SP
MT INTERNET COMÉRCIO E SERVIÇOS LTDA;01/04/2016;Macaíba;RN
TRN TELECOMUNICAÇÕES DO BRASIL EIRELI - ME;14/12/2016;Betim;MG
PRISTON NET TELECOMUNICAÇÕES E MULTIMIDIA - LTDA;22/01/2015;São Paulo;SP
LINKCE TELECOM EIRELI - ME;16/01/2017;Maracanaú;CE
TAVARES & REPOLHO LTDA - ME;26/12/2014;Jacareacanga;PA
GENTE TELECOM DO BRASIL EIRELI ME;15/07/2014;Brasília;DF
ARRIEL INFORMÁTICA EIRELI - ME;01/06/2010;Bocaiúva;MG
LAFAIETE PROVEDOR DE INTERNET E TELECOMUNICAÇÕES LTDA;07/08/2009;Conselheiro Lafaiete;MG
SCNET EQUIPAMENTOS DE INFORMATICA LTDA ME;22/12/2009;Maravilha;SC
D. N. B. R. TELECOMUNICAÇÕES LTDA;10/05/2012;Floraí;PR
V2NET COMERCIO E SERVICOS DE INTERNET LTDA;06/04/2010;Caicó;RN
VM PROVEDORA DE INTERNET LTDA-ME;13/09/2006;Taquaritinga;SP
MTEL TECNOLOGIA S/A;10/05/2012;Barueri;SP
CHAPECO TECNOLOGIA EM TELECOMUNICACOES LTDA;25/02/2009;Chapecó;SC
MAHACELL CELULAR E TELECOMUNICAÇÕES LTDA;17/08/2016;São Paulo;SP
M M DE SOUZA - ME;24/03/2015;Macaíba;RN
WELLINGTON EUSTAQUIO DA SILVA - ME;12/02/2016;Jaboatão dos Guararapes;PE
GGNET TELECOMUNICAÇÕES LTDA EPP;25/02/2009;Caçador;SC
GLOBAL SATELLITE LTDA;15/04/2015;Nova Olinda do Maranhão;MA
SN CORP SERVICOS DE COMUNICACAO LTDA;26/03/2008;Porto Alegre;RS
WM TELECOMUNICACOES LTDA. - ME;31/08/2017;Sete Lagoas;MG
COMPANHIA ITABIRANA DE TELECOMUNICACOES LTDA;11/08/2005;Itabira;MG
WELLINGTON SERRILHO SOLER - ME;31/01/2011;Palmeira d'Oeste;SP
ROSANA FERREIRA DA SILVA MULTIMIDIA - ME;20/04/2016;Monte Azul Paulista;SP
N R L ARAUJO OLIVEIRA ;06/11/2012;Araguaína;TO
MANUELLE MYRIAN DA SILVA MOTA 06960755476;17/10/2016;Maceió;AL
T S DE MATOS TELECOMUNICAÇÕES EIRELI - ME;11/09/2015;Serra;ES
L. P. DA SILVA BEZERRA - ME;06/02/2017;Natal;RN
ANDREU E DOMINGUES LTDA;28/10/2011;Fernandópolis;SP
F. FERNANDES DA SILVA COMUNICAÇÕES ME;31/08/2016;Maranguape;CE
COPEL TELECOMUNICACOES SA;23/05/2012;Curitiba;PR
ASP PROVEDORES  E  INFORMATICAS LTDA - ME;17/11/2016;Itabela;BA
ROGÉRIO BATISTA DOS SANTOS E CIA LTDA - ME;24/06/2015;Vera;MT
LEANDRO RICHARD FERREIRA PASSOS - ME;11/03/2015;Guaraí;TO
RENAN PAULO DAS NEVES CARON - ME;17/11/2010;Cajobi;SP
FYBERNET TELEINFORMATICA EIRELI - ME;20/05/2009;Curitiba;PR
M. L. J. DANTAS - ME;16/02/2017;Urupá;RO
JEFFERSON JOSE TEIXEIRA - ME;14/06/2017;Sooretama;ES
SMART6 TECNOLOGIA EM INTERNET LTDA  - ME;10/10/2016;Porto Alegre;RS
COMETA TELECOMUNICACOES E SERVICOS LTDA;10/04/2012;Santarém;PA
CIRLANDIA FIRMINO BEZERRA - ME;06/07/2017;Santana do Cariri;CE
EASY EMBRANET SERVICOS DE COMUNICACAO LTDA;08/09/2008;Nova Iguaçu;RJ
D JOSE OLIVEIRA ROSA TELEFONIA EIRELI - ME ;11/07/2014;Uberlândia;MG
LINK FAST TELECOMUNICACOES LTDA - ME;26/09/2016;Pouso Alegre;MG
MGT COMUNICACAO LTDA - ME;09/06/2017;Espera Feliz;MG
EBR TELECOMUNICAÇÕES LTDA;22/08/2003;Vitória;ES
SERGIPENET INFORMATICA LTDA;27/02/2004;Aracaju;SE
JULIO ANDRE DE LIMA TECNOLOGIA - ME;13/04/2017;Castro;PR
S R P RAMON TELECOMUNICAÇÕES - ME;16/07/2014;Mandaguari;PR
TELVEX TELECOMUNICAÇÕES E INFORMATICA LTDA - ME;17/11/2015;São Gonçalo;RJ
WIRELESSCONECTION SERVICOS DE TELECOMUNICACOES LTDA ME;17/11/2010;Sabará;MG
SILVANIA ALVES SANTOS - EPP;31/01/2017;Ribeira do Pombal;BA
ISABEL DE SOUSA E SILVA - ME;27/03/2012;Serrana;SP
DOURACOM DOURADOS COMUNICACOES LTDA ME;20/11/2008;Campo Mourão;PR
HEINEN E CIA LTDA;06/07/2009;Canarana;MT
S.N.SILVA;27/01/2017;Boa Vista;RR
ANDERSON SOUSA MATIAS - ME;17/09/2013;Brasília;DF
AMERICA NET LTDA;06/03/2007;Barueri;SP
TURBO BSB - TECNOLOGIA EM REDES LTDA;22/07/2010;Buritis;MG
G+ NETWORK  TELECOM EIRELI - ME;25/03/2013;São Luís de Montes Belos;GO
OVER ALL INTERNET LTDA-ME;15/01/2009;Assis;SP
EDNA DE SOUZA NEVES - ME;09/02/2015;Itacoatiara;AM
SEBRATEL TECNOLOGIA LTDA.;01/06/2010;Novo Hamburgo;RS
LINK NET BRASIL TELECOMUNICACOES LTDA  - ME;01/12/2016;Montes Claros de Goiás;GO
ALISSON DIEGO NICASTRO - INFORMÁTICA;31/08/2016;Sabáudia;PR
DIGIPLAN COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;22/12/2009;Alpestre;RS
INTER-ONE TELECOMUNICACOES LTDA.-ME.;29/11/2010;Chapecó;SC
REDE-GUAY COMERCIAL E ADMINISTRADORA DE SISTEMAS LTDA;22/07/2016;Novo Hamburgo;RS
TECMIDIAWEB EIRELI;15/01/2009;Arroio dos Ratos;RS
PROVEDOR VIVA NET - EIRELI - ME;08/06/2017;Goiânia;GO
MC FIBRA TELECOMUNICACOES EIRELI - EPP;10/11/2017;Martinho Campos;MG
MAICON MACHADO ME;04/08/2014;Canelinha;SC
PORTO NET LTDA - ME;02/03/2015;Porto Feliz;SP
RIO ONLINE. NET LTDA;11/08/2015;Rio de Janeiro;RJ
AIRLIFE COMUNICACAO VIRTUAL LTDA-ME;23/06/2010;Anápolis;GO
J. CALUX & CIA. LTDA.;26/03/2013;Pitanga;PR
BDNET SOLUCOES TECNOLOGICAS LTDA ME;04/02/2009;Iconha;ES
J.E INFORMATICA E SERVICOS EIRELI;10/02/2017;Aracaju;SE
TAC - COMERCIO DE CELULARES E INFORMATICA LTDA ME;13/12/2012;Jaguaruna;SC
ELETRONICA WERMEIER LTDA ME;08/07/2014;Ipumirim;SC
TRF INCORPORADORA E LOTEADORA LTDA ;22/10/2010;Umuarama;PR
MINAS NOVA TELECOM LTDA - ME;19/05/2014;Morada Nova de Minas;MG
ONE TWO SERVICOS LTDA - ME;28/08/2017;Diadema;SP
JOSE WAGNER PEDROSA ROCHA;20/05/2011;Sousa;PB
ALEX ANDSON ROCHA DA PONTE - ME;31/10/2016;Parnaíba;PI
ORIA ELIZA HUGO CARRASCO - ME;18/08/2016;Capão do Leão;RS
MEDIA NETWORKS BRASIL SOLUÇÕES DIGITAIS LTDA;01/10/2013;São Paulo;SP
RW TELECOMUNICACOES E SERVICOS LTDA - ME;18/01/2017;Luís Eduardo Magalhães;BA
DATALINUX INFORMATICA LTDA;27/01/2010;Foz do Iguaçu;PR
MÁRCIO AZEVEDO DO NASCIMENTO - ME;11/08/2016;Aracaju;SE
BSB LINK INFORMATICA EIRELI - ME;29/12/2016;Brasília;DF
MAIS PROVEDOR SERVICOS DE INTERNET LTDA - EPP;20/09/2016;São Paulo;SP
A2 TELECOM PROVEDOR DE INTERNET LTDA - ME;31/10/2017;Nordestina;BA
LOCAL DATACENTER SOLUCOES EM COMUNICACAO LTDA ;21/01/2013;Rio de Janeiro;RJ
INTERLIGA SOLUÇÕES TECNOLOGIAS LTDA - ME;09/05/2016;Jacinto Machado;SC
R N SERVICOS DE TELECOMUNICACOES LTDA;28/08/2007;Parintins;AM
INFORMATICA JUVENILIA COMERCIO E SERVICOS LTDA;11/03/2010;Juvenília;MG
RUBENS COELHO ME;29/08/2014;Reserva;PR
ROBERTO JOSE DA COSTA - ME;05/08/2016;Hortolândia;SP
HM TECNOLOGIA DA INFORMAÇÃO LTDA;20/06/2011;Cruz Alta;RS
JOSE HENRIQUE DA SILVA SANTOS - ME;22/11/2016;Santa Rita;PB
IMBRANET INTERNET E INFORMATICA LTDA ME ;25/11/2011;Camboriú;SC
TC CONECTA SERVICOS DE TELECOMUNICACOES E PROVEDORES LTDA - ME;28/09/2009;Três Corações;MG
LL INFORMATICA LTDA - ME;17/11/2016;Caxias;MA
MAURICIO JOSE JOAQUIM;05/02/2018;São Paulo;SP
ZERO UM-INFORMATICA ENGENHARIA E REPRESENTACOES LTDA;13/12/2011;Recife;PE
MAXBR COMERCIO E PRESTACAO DE SERVICOS LTDA. - ME;28/09/2009;Abre Campo;MG
RAFAEL LUCIANO FAL & CIA LTDA-ME;10/05/2012;Sertaneja;PR
VISPENA TELECOM LTDA;10/08/2010;São Pedro dos Ferros;MG
TOP NET SERVIÇOS LTDA - ME;30/04/2015;Cícero Dantas;BA
CARRARO, HAINOSZ & CIA LTDA;22/09/2009;Pitanga;PR
SINTNET - TELECOMUNICACOES E INFORMATICA LTDA - ME ;14/07/2014;Nova Iguaçu;RJ
VIASATDIGITAL TELECOM LTDA ;28/06/2010;São Francisco;MG
ALL TELECOM LTDA - ME;17/08/2015;Belo Horizonte;MG
NET LINK - REDE DE DADOS E INTERNET WIRELESS EIRELI - ME;29/09/2016;Sinop;MT
ADAO DA SILVA NORTE-TEL TELECOMUNICACOES EIRELI - EPP;13/03/2017;Pimenta Bueno;RO
CERILUZ PROVEDORES DE INTERNET LTDA;08/04/2015;Ijuí;RS
NETWAY TELECOM LTDA ME;20/12/2007;Rio de Janeiro;RJ
ALYSSON ALLY COSTA DAMASCENO - ME;27/06/2017;Sobral;CE
CAEZAR PROVEDOR DE INTERNET LTDA;28/12/2007;São Sebastião do Caí;RS
SOARES & LIRA LTDA - ME;18/02/2011;Altamira;PA
META NETWORKS LTDA ME;28/07/2010;Aparecida de Goiânia;GO
DUNCAN, OLIVEIRA & SPARKS - SERVICOS DE TELECOMUNICACOES, CONSULTORIA E COMERCIALIZACAO DE PRODUTOS TECNOLOGICOS LTDA  -;01/12/2016;Brasília;DF
CREATIVE COMÉRCIO E SERVIÇOS LTDA - ME;19/01/2016;Cotia;SP
VUPT PROVEDORA DE INTERNET LTDA ME;01/11/2010;Itá;SC
IONET - TECNOLOGIA E AUTOMAÇÃO LTDA - ME;06/06/2014;Timóteo;MG
ROVERI OPCAO PROVEDOR DE ACESSO A INTERNET LTDA ME;28/06/2010;Mirassol;SP
SPEEDNET ALLIANCE PROVEDOR DE INTERNET LTDA - ME;08/07/2016;Pojuca;BA
GEEKNET PROVEDOR DE INTERNET LTDA ME;05/05/2009;Conceição do Jacuípe;BA
FORCE TELECOM LTDA;02/03/2011;Siqueira Campos;PR
CONEXIS INTERNET PROVIDER LTDA - ME;09/12/2008;Garibaldi;RS
PINHAL TELECOM LTDA - ME;20/04/2016;Santo Antônio do Pinhal;SP
BRASILIANET PROVEDOR DE INTERNET LTDA - ME;03/09/2013;Brasília;DF
J M SOUZA OLIVEIRA LTDA ME;16/07/2014;Itaituba;PA
CYBERLINE COMUNICAÇÕES E SERVIÇOS LTDA - ME;01/10/2013;Goiânia;GO
BRASILNETS COMERCIO ATACADISTA DE EQUIPAMENTOS DE INFORMATICA LTDA - ME;22/03/2010;Joinville;SC
CORREIA & CAVALCANTE SISTEMAS DE SEGURANÇA LTDA.;12/02/2014;Anadia;AL
INOVA TECNOLOGIA EIRELI - ME;18/08/2016;Mara Rosa;GO
DIANA A. DE OLIVEIRA - EPP;26/09/2016;Campina Grande;PB
ATON ENGENHARIA E COMERCIO LTDA;09/09/2009;Salvador;BA
PATRICIA DO COUTO FERREIRA;31/07/2009;Goiás;GO
SAIONARA FERNANDES DA SILVA;19/10/2017;Caucaia;CE
MUNDO NET, SERVICOS DE REDES DE COMUNICACAO VIRTUAL LTDA - ME;03/11/2016;Maracanaú;CE
G.A.L COELHO ME;12/01/2012;Sooretama;ES
EDSON SERVER_NET EIRELI;10/04/2018;Guarulhos;SP
C & O INFORMATICA LTDA - ME;03/08/2016;Sítio do Mato;BA
A. W. LOURENCO GOMES PROVEDORES LTDA - ME ;02/12/2015;Maracanaú;CE
SUL INTERNET EQUIPAMENTOS DE INFORMATICA LTDA - ME;17/11/2015;Bom Princípio;RS
A S GOMES COMUNICACOES - ME;31/03/2017;Maceió;AL
WANTEL TECNOLOGIA LTDA EPP;10/08/2015;Juazeiro;BA
REDE  A REDE TELECOMUNICAÇÕES LTDA;04/11/2004;Rio de Janeiro;RJ
GIGANET COMUNICAÇÕES MULTIMÍDIA LTDA-ME;20/05/2011;Ubá;MG
INTERLESNET LTDA - ME;19/11/2014;Vila Velha;ES
IG E EA TELECOM LTDA - ME;06/01/2017;Chapecó;SC
CONNECTNET - COMÉRCIO E SERVIÇOS LTDA - ME;29/12/2014;Jaboatão dos Guararapes;PE
PERDOESNET LTDA;22/03/2010;Perdões;MG
L C M SILVA - ME;04/01/2017;Inhapim;MG
INFOVIRTUAL SOLUÇÕES EM INFORMÁTICA LTDA - ME;14/07/2015;Trindade;PE
W3 LUCAS EIRELI EPP;07/05/2014;Lucas do Rio Verde;MT
MARCOS EDUARDO TEIXEIRA - PROVEDOR DE INTERNET - ME;04/05/2015;São Paulo;SP
M A INFORMÁTICA LTDA - ME;30/11/2015;Tavares;PB
A V F RODRIGUES COMPUTADORES;28/10/2014;Forquilha;CE
RONDOTECH TELECOM LTDA - EPP;12/04/2011;Porto Velho;RO
PGI SERVICOS DE TELECOMUNICACOES LTDA ME;25/08/2011;Goiana;PE
TAQUARA INFORMÁTICA LTDA - ME;20/04/2016;Taquaritinga do Norte;PE
ALSOL - PROVEDOR DE INTERNET LTDA.;14/06/2012;Catolé do Rocha;PB
ATK TELECOMUNICACOES LTDA. - EPP ;18/08/2009;Terra Boa;PR
FRANCISCO FILIZOLA DE ALMEIDA NETO-ME;16/05/2016;São Benedito;CE
TARCISIO DANTAS RIBEIRO - ME;21/03/2017;Carinhanha;BA
FIBRA NORDESTE SERVICOS DE COMUNICACAO MULTIMIDIA LTDA - ME;02/06/2017;Fortaleza;CE
J C P DE MELO TELECOMUNICAÇÕES - ME;16/12/2014;Porto Alegre;RS
PRAIA NET SERVICOS LTDA - ME;13/03/2017;Navegantes;SC
TELNET - SERVIÇOS EM TELECOMUNICAÇÕES LTDA - EPP;25/11/2013;Campina Grande;PB
NETCELL TELECOMUNICAÇÕES LTDA ME;25/02/2014;Cupira;PE
BROTHER'S LAN HOUSE LTDA - ME;22/02/2013;São Paulo;SP
ALTERNATIVA TELECOM EIRELI - ME;22/07/2010;Paragominas;PA
C2M SERVICOS DE INFORMATICA E TELECOMUNICACOES EIRELI - ME;27/07/2016;Ji-Paraná;RO
C M PINTO DOS SANTOS - ME;29/07/2016;Itapipoca;CE
S3 NET SERVIÇOS DE TELECOMUNICAÇÕES LTDA - ME;08/07/2016;Belford Roxo;RJ
MAP PIUMHI LTDA  ME;03/06/2011;Piumhi;MG
ANA PAULA SANTOS DE AMORIM - ME;16/08/2016;São Pedro da Aldeia;RJ
MAGNO ROBERTO DE ASSUNCAO NOGUEIRA 00621554154;10/02/2017;Rio Verde;GO
UNIDOS TECNOLOGIA DE REDES LTDA - ME;08/07/2015;Feira de Santana;BA
INFORTECLINE - COM. TELECOMUNICACAO, IMPORTACAO E EXPORTACAO LTDA;15/01/2009;Ananindeua;PA
TOTAL FIBRA TELECOMUNICACOES EIRELI - ME;30/05/2017;Vitória;ES
G - LAB TELECOM INFORMÁTICA LTDA - ME;08/10/2012;Mauá;SP
JAQUELINE TOMAZ DE AQUINO ANDRADE - ME;17/10/2016;Fortaleza;CE
2R TELECOM S/A;11/04/2013;Belo Horizonte;MG
MAURICIO MELLO DE ANDRADE - EPP;07/10/2013;Cruz das Almas;BA
FIBERNET ESPECIALIZADOS EM INTERNET LTDA - ME;04/10/2016;Fortaleza;CE
REDE METROPOLITANA DE TELECOMUNICACOES LTDA - ME;07/06/2017;Vila Velha;ES
INTERIP TECNOLOGIA LTDA;26/12/2014;Florianópolis;SC
